name,original_text,translated_text
GREETER_TALK1_ACT3,"Resident! What a marvel you are, continuing to dare the wilds and darkness, and returning home to us unscathed.&lt;hpage&gt;I return with hope worth sharing, Pavo. I have seen a way to calm this chaos, one I now work swiftly towards.&lt;hpage&gt;The chance remains slim, but if this town can hold, and my efforts succeed, Pharloom may see a future yet.","Warga! Betapa luar biasanya dirimu, terus berani menantang hutan belantara dan kegelapan, dan kembali ke rumah kami tanpa cedera.&lt;hpage&gt;Aku kembali dengan harapan yang layak dibagikan, Pavo. Aku telah melihat cara untuk menenangkan kekacauan ini, sesuatu yang kini aku kejar dengan cepat.&lt;hpage&gt;Kesempatan ini masih tipis, tetapi jika kota ini bisa bertahan, dan usahaku berhasil, Pharloom mungkin masih memiliki masa depan."
SHOP_ITEM_FURNISHING_GRAMAPHONE_DESC,"The Citadel crafted some marvellous machines, and this looks to be one of its finest! Apparently sent by some creepy slitherer hidden away up there, for sale only to you!","The Citadel telah menciptakan beberapa mesin yang luar biasa, dan ini tampaknya salah satu yang terbaik! Tampaknya dikirim oleh makhluk melata yang menakutkan yang bersembunyi di sana, dan hanya dijual kepada Anda!"
RELIC_DEALER_EMPTY,"It&#8217;s my calling it is, to gather the relics of the past. If you find any fine old stuff, anything with a history to it, bring it here. I&#8217;ll take it.","Itulah panggilan hidupku, mengumpulkan peninggalan masa lalu. Jika kamu menemukan barang antik yang bagus, apa pun yang memiliki sejarah, bawa ke sini. Aku akan menerimanya."
COURIER_SHOP_NOTACCEPTED,"&lt;hpage&gt;I can not aid you, couriers. Not now. My own tasks are too pressing to consider taking on your deliveries. &lt;hpage&gt;With luck, some pilgrims may pass with sound mind and strength remaining. They may choose to promise your wishes.&lt;page=T&gt;Then we shall pray they come, miss saving! Our thanks go muchly with you, still.","&lt;hpage&gt;Saya tidak dapat membantu Anda, para kurir. Tidak sekarang. Tugas-tugas saya sendiri terlalu mendesak untuk mempertimbangkan mengambil pengiriman Anda. &lt;hpage&gt;Dengan keberuntungan, beberapa peziarah mungkin akan lewat dengan akal sehat dan kekuatan yang masih tersisa. Mereka mungkin memilih untuk memenuhi keinginan Anda.&lt;page=T&gt;Maka kita akan berdoa agar mereka datang, Nona Penyelamat! Terima kasih kami yang sebesar-besarnya tetap bersama Anda."
BELLHERMIT_SAVED_1,"Hff. The noise from above has returned, that pitiful clamour. The threads have been cut.&lt;page&gt;You... It was you who cut them down. Do not deny it!&lt;hpage&gt;Why should I deny it, sir? I severed the thread and defeated the creature guiding the curse unto the town. Are you displeased?&lt;page&gt;Displeased! If I breathe, if I live, I am displeased. Only the dead are satisfied.&lt;page&gt;You are a slave, and a nuisance... begone.","Hff. Suara bising dari atas kembali terdengar, suara yang menyedihkan itu. Benang-benang telah diputus.&lt;page&gt;Kamu... Kamu yang memotongnya. Jangan menyangkalnya!&lt;hpage&gt;Mengapa aku harus menyangkalnya, tuan? Aku memotong benang dan mengalahkan makhluk yang mengarahkan kutukan ke kota ini. Apakah Anda tidak puas?&lt;page&gt;Tidak puas! Jika aku bernapas, jika aku hidup, aku tidak puas. Hanya orang mati yang puas.&lt;page&gt;Kamu hanyalah budak dan gangguan... pergilah."
COURIER_SHOP_BEGIN_FLEATOPIA,"&lt;page=T&gt;We&#8217;s heard the word! Many fleas together, settled high in Pharloom, calling out their wants of us!&lt;page=T&gt;Clever grubbers, fleas, but theys too need-need our deliverings. See them served, miss courier! Always goodly-good to gain the thanks of fleas.","&lt;page=T&gt;Kami telah mendengar kabar itu! Banyak kutu berkumpul di Pharloom, menuntut apa yang mereka inginkan dari kami!&lt;page=T&gt;Kutu-kutu yang cerdik, tapi mereka juga membutuhkan bantuan kami. Layanilah mereka, Nona Kurir! Selalu baik untuk mendapatkan ucapan terima kasih dari kutu-kutu."
SHOPKEEP_MEET_ALT,"&lt;hpage&gt;Greetings, shopkeeper. I&#8217;d ask to trade, but your store seems a little bare.&lt;page&gt;Ahem! Well, yes. Our little town&#8217;s seen some dire times, and now my courier&#8217;s gone and got themself lost.&lt;page&gt;But don&#8217;t worry! I&#8217;ve a few small things, still! And if that courier ever makes it safely back, we&#8217;ll have plenty more treasures to haggle over.","&lt;hpage&gt;Salam, pemilik toko. Saya ingin bertukar barang, tapi toko Anda terlihat agak sepi.&lt;page&gt;Ehm! Ya, memang. Kota kecil kita telah mengalami masa-masa sulit, dan sekarang kurirku hilang dan tersesat.&lt;page&gt;Tapi jangan khawatir! Aku masih punya beberapa barang kecil! Dan jika kurir itu berhasil kembali dengan selamat, kita akan punya banyak harta karun lain untuk ditawar-tawar."
DOCTOR_LIFEBLOOD_STATE_REPEAT,"Bzzt! Leave me in peace! The great Yarnaby treats the sick! Not those that benefit from their afflictions. Enjoy its advantage and leave me in peace!&lt;hpage&gt;Very well, madam. I did not mean to waste your time.","Bzzt! Biarkan aku sendiri! Sang Yarnaby yang agung menyembuhkan orang sakit! Bukan mereka yang diuntungkan dari penderitaan mereka. Nikmati keuntungannya dan biarkan aku sendiri!&lt;hpage&gt;Baiklah, Nyonya. Saya tidak bermaksud membuang-buang waktu Anda."
PINSMITH_UPGRADE_FINISHED,"Bonva! It is done, brave warrior. By my expert claw, your strange blade has received some fast-sharp shine. It shall cut cleaner than ever before.&lt;hpage&gt;Your efforts provide great aid, pinmaster. You have my thanks.","Bonva! Selesai, prajurit pemberani. Dengan cakar ahli ku, pedang anehmu telah mendapatkan kilau tajam yang cepat. Ia akan memotong lebih bersih dari sebelumnya.&lt;hpage&gt;Usahamu memberikan bantuan besar, pinmaster. Aku mengucapkan terima kasih padamu."
COURIER_SHOP_MEET_ACT3,"&lt;page=T&gt;Miss courier! What horror here! The caves shake-shake, crying pain of hurt most savage.&lt;page=T&gt;And see all our poor friends below, newly found, crowded inside this home of bells, hearts fast for fear.&lt;page=S&gt;But what-what for you? You are here to help, yes-yes? The deliverings, they are needed now at most! When caves turn dark, the deliverings are essential, more than more.","&lt;page=T&gt;Nona kurir! Betapa mengerikan di sini! Gua-gua bergetar-getar, menangis kesakitan yang paling kejam.&lt;page=T&gt;Dan lihatlah semua teman-teman kita yang malang di bawah sana, baru saja ditemukan, berdesakan di dalam rumah lonceng ini, hati berdebar ketakutan.&lt;page=S&gt;Tapi apa-apa untukmu? Kau di sini untuk membantu, ya-ya? Pengiriman, mereka sangat dibutuhkan sekarang! Ketika gua-gua menjadi gelap, pengiriman menjadi esensial, lebih dari yang lain."
COURIER_SHOP_BROKEN,"&lt;page=T&gt;The deliverings! They are broken-broke! Gone and spilled!&lt;page=T&gt;Do not lose hearty-heart, miss courier! This is Pharloom! Danger, deadly. In times as these, is a rarer thing for goods to get to their goings.&lt;page=S&gt;Would you try-try again? For the bugs so much in need of their deliverings?","&lt;page=T&gt;Pengiriman! Mereka rusak parah! Hilang dan tumpah!&lt;page=T&gt;Jangan putus asa, Nona Kurir! Ini Pharloom! Bahaya, mematikan. Di masa-masa seperti ini, barang-barang yang sampai ke tujuan mereka adalah hal yang langka.&lt;page=S&gt;Apakah Anda mau mencoba lagi? Untuk serangga-serangga yang sangat membutuhkan pengiriman mereka?"
BELLHERMIT_SAVED_2,"Those bugs, cowering in their gleaming bells. Grnk. They claim a common calling, to serve the pilgrims as they make their path upwards.&lt;page&gt;Such a crucial role they award themselves, surely worthy of praise!&lt;page&gt;A sweet lie, of course. They, like their predecessors, are simply too weak and fearful to venture any farther. A settlement born from indolence.","Serangga-serangga itu, bersembunyi di dalam lonceng-lonceng berkilau mereka. Grnk. Mereka mengklaim panggilan bersama, untuk melayani para peziarah saat mereka menempuh perjalanan ke atas.&lt;page&gt;Peran penting yang mereka berikan pada diri mereka sendiri, tentu saja layak dipuji!&lt;page&gt;Sebuah kebohongan manis, tentu saja. Mereka, seperti pendahulu mereka, terlalu lemah dan penakut untuk berani melangkah lebih jauh. Sebuah pemukiman yang lahir dari kemalasan."
SHOPKEEP_MEET_ACCEPTEDWISH,"&lt;hpage&gt;He would have been wise to do so. If, on my travels, I happen upon the errant bug, I&#8217;ll make sure to send him your way.","&lt;hpage&gt;Dia seharusnya melakukan hal itu. Jika, dalam perjalanan saya, saya kebetulan menemui serangga yang tersesat, saya akan memastikan untuk mengirimkannya ke arah Anda."
PINSMITH_BELLTOWN_MEET_OFFER,"By claw! Are you then our saviour in the shell? Standing so calm and cool on entrance to Plinney&#8217;s bellhome!&lt;hpage&gt;What clue, sir, tells of my part in your town&#8217;s liberation?&lt;page&gt;Why your blade, fierce warrior! Any fine pinmaster would detect the sign of deadly work upon that needle&#8217;s edge.&lt;page&gt;T&#8217;was a vile curse that struck here. No simple bug, nor basic pin could have granted our release. No!&lt;page&gt;That blade though, so expertly clutched in claw. That could welly have met the task. It was you cut us free, yes?&lt;hpage&gt;I&#8217;ll grant you&#8217;ve sharp sight, pinmaster, and your saving is fortuitous. This blade that restored your town would now benefit from your service.&lt;page&gt;Welly, yes! I&#8217;ve a busy backlog of pins to tend, but your gracious heroism decrees that unique weapon receives my care this very moment! What&#8217;s say I take a look?","Dengan cakar! Apakah engkau penyelamat kami dalam cangkang? Berdiri begitu tenang dan dingin di pintu masuk Plinney's bellhome!&lt;hpage&gt;Apa petunjuk, tuan, yang menunjukkan peran saya dalam pembebasan kota Anda?&lt;page&gt;Mengapa pedangmu, prajurit yang gagah! Seorang ahli jarum yang terampil pasti akan mendeteksi tanda pekerjaan mematikan di ujung jarum itu.&lt;page&gt;Itu adalah kutukan keji yang menimpa di sini. Bukan serangga biasa, atau jarum dasar yang dapat membebaskan kita. Tidak!&lt;page&gt;Pedang itu, yang dipegang dengan ahli oleh cakar. Itu bisa saja menyelesaikan tugas. Anda yang membebaskan kami, bukan?&lt;hpage&gt;Saya akui Anda memiliki penglihatan tajam, tukang jarum, dan penyelamatan Anda adalah keberuntungan. Pedang yang memulihkan kota Anda ini kini akan mendapat manfaat dari layanan Anda.&lt;page&gt;Tentu saja, ya! Aku punya tumpukan pin yang harus diurus, tapi kebaikanmu sebagai pahlawan memerintahkan agar senjata unik itu mendapat perawatanku saat ini juga! Bagaimana kalau aku melihatnya?"
RELIC_DEALER_POSTWINDOW,"More, then! Bring me more relics of the past! Records, seals, idols! Let&#8217;s gather up the history of the world and hoard it all here, nice and safe!","Lebih banyak lagi! Bawakan aku lebih banyak lagi peninggalan masa lalu! Catatan, segel, patung-patung suci! Mari kita kumpulkan sejarah dunia dan simpan semuanya di sini, aman dan terjaga!"
COURIER_SHOP_REPEAT,"&lt;page=S&gt;Many deliverings still need making, miss courier! We is much needing your help, when you is ready for the giving of it-it!","&lt;page=S&gt;Banyak pengiriman yang masih perlu dilakukan, Bu Kurir! Kami sangat membutuhkan bantuan Anda, saat Anda siap untuk melakukannya!"
PINSMITH_QUEST_UPGRADED,"Done, it is! Marvel of Pharloom! See how it gleams, your long, fine blade. Havast! That the pins of our land all once held such shine. So much we have lost...&lt;hpage&gt;This is fine service, pinmaster. It has been a long age since I have seen my needle such. I had not remembered the finesse of its forging.&lt;page&gt;Welly, ho! It is certain! Yours is a blade of finer make than most, one of few that could bear even more sharpening.&lt;page&gt;If ever upon your long road more oil is acquired, seek my service with haste! Who knows what form we could find deeper within your weapon&#8217;s sharpened steel!","Selesai, begitulah! Keajaiban Pharloom! Lihatlah betapa berkilauannya, pedang panjang dan halusmu. Havast! Dulu, semua jarum di negeri kita pernah memiliki kilauan seperti itu. Begitu banyak yang telah kita hilangkan...&lt;hpage&gt;Ini adalah layanan yang baik, tuan jarum. Sudah lama sekali sejak aku melihat jarumku sebagus ini. Aku tidak ingat kehalusan pembuatannya.&lt;page&gt;Welly, ho! Itu pasti! Pedangmu lebih halus dari kebanyakan, salah satu dari sedikit yang bisa diasah lebih tajam lagi.&lt;page&gt;Jika suatu saat di perjalanan panjangmu mendapatkan lebih banyak minyak, carilah layananku dengan segera! Siapa tahu bentuk apa yang bisa kita temukan lebih dalam di baja tajam senjatamu!"
COURIER_SHOP_NOTACCEPTED_REPEAT,"&lt;hpage&gt;For the moment, I can not aid you, couriers. My own tasks are too pressing.&lt;page=T&gt;Then we shall hope you see them soon achieved! If the deliverings are not made, Pharloom&#8217;s bugs will suffer muchly-much!","&lt;hpage&gt;Untuk saat ini, saya tidak dapat membantu kalian, para kurir. Tugas-tugas saya sendiri terlalu mendesak.&lt;page=T&gt;Maka kita berharap kalian segera melihatnya tercapai! Jika pengiriman tidak dilakukan, serangga Pharloom akan menderita sangat parah!"
PINSMITH_BELLTOWN_POST_SAVED,"&lt;hpage&gt;It is fortune to see you returned, pinmaster. The roads between here and that deep woods&#8217; grave crawl with violent foes. I had concerns for your safety.&lt;page&gt;Brave warrior, my hero! T&#8217;was indeed a fearful scramble home, but safe I now am! And a warmly pleasure to see you too for the world has darkened indeed!&lt;page&gt;In such times, the task for a pinmaster is clear, to polish and sharpen and refine, suchly that the glimmer of your blade may pierce through the encroaching murk!","&lt;hpage&gt;Sungguh beruntung melihat Anda kembali, Pinmaster. Jalan-jalan antara sini dan hutan lebat itu dipenuhi musuh-musuh yang ganas. Saya khawatir akan keselamatan Anda.&lt;page&gt;Pejuang pemberani, pahlawanku! Memang perjalanan pulang kali ini sangat menakutkan, tapi kini aku selamat! Dan sungguh menyenangkan melihatmu juga, karena dunia memang telah menjadi gelap!&lt;page&gt;Di masa-masa seperti ini, tugas seorang pinmaster jelas: mengasah, mempertajam, dan menyempurnakan, sehingga kilauan pedangmu dapat menembus kegelapan yang mendekat!"
COURIER_SHOP_BEGIN_DUSTPENSSLAVE,"&lt;page=S&gt;We is got requested times a&#8217;many for this, a queeny egg of those eaters of Silk. Wish from big, sticky creature, near many roaches caged. Wants it muchly! &lt;hpage&gt;The creature, I have met them, a timid, fawning sort. Nonetheless, their tending of Silkeaters can be a benefit for me.&lt;hpage&gt;If a queen delivered could improve their harvest, I too would gain from the trade.&lt;page=S&gt;Miss courier, and big, sticky creature? Both are like to liking things so grossly-gross? We think yous are muchly strange...","&lt;page=S&gt;Kami telah diminta berkali-kali untuk ini, telur ratu dari para pemakan Sutra. Keinginan dari makhluk besar dan lengket, dekat dengan banyak kecoak yang dikurung. Sangat menginginkannya! &lt;hpage&gt;Makhluk itu, aku pernah bertemu mereka, jenis yang penakut dan mengemis. Namun, perawatan mereka terhadap pemakan sutra dapat menjadi keuntungan bagi saya.&lt;hpage&gt;Jika seekor ratu dapat meningkatkan panen mereka, saya pun akan mendapat manfaat dari perdagangan ini.&lt;page=S&gt;Nona kurir, dan makhluk besar yang lengket? Keduanya sepertinya menyukai hal-hal yang sangat menjijikkan? Kami pikir kalian sangat aneh..."
COURIER_SHOP_FIRST_MEET_ACT3,"&lt;page=T&gt;Miss saving! We thought us safe, brothers together at last, but what horror even here! The caves shake-shake, crying pain of hurt most savage.&lt;page=T&gt;And see all our poor friends below, newly found, crowded inside this home of bells, hearts fast for fear.&lt;page=S&gt;But what-what for you? You are here to help, yes-yes? The deliverings, they are needed now at most! Alas, for our shells to survive we cannot now leave this home of bells. No more. Heres we must remain.&lt;page=T&gt;But we instead did plan, together, clever! Yes-yes. Those strong ones, like yourselfs, maybes they will help? For small reward as we have?&lt;page=S&gt;Our savings is done, and the caves turn dark. Now the deliveries are needed, desperate. Now is time for miss courier! ","&lt;page=T&gt;Sayang sekali! Kami pikir kami aman, saudara-saudara akhirnya bersatu, tapi apa yang mengerikan bahkan di sini! Gua-gua bergetar-getar, menangis kesakitan yang paling kejam.&lt;page=T&gt;Dan lihatlah semua teman-teman kita yang malang di bawah sana, baru ditemukan, berdesakan di dalam rumah lonceng ini, hati berdebar ketakutan.&lt;page=S&gt;Tapi apa-apa untukmu? Kau di sini untuk membantu, ya-ya? Pengiriman-pengiriman itu sangat dibutuhkan sekarang! Sayang, untuk bertahan hidup, kami tidak bisa meninggalkan rumah lonceng ini. Tidak lagi. Di sini kami harus tinggal.&lt;page=T&gt;Tapi kami sudah merencanakan, bersama, dengan cerdik! Ya-ya. Mereka yang kuat, seperti dirimu, mungkin akan membantu? Dengan imbalan kecil seperti yang kita miliki?&lt;page=S&gt;Tabungan kita habis, dan gua-gua menjadi gelap. Sekarang pengiriman sangat dibutuhkan, putus asa. Sekarang saatnya bagi kurir!"
RELIC_DEALER_MEET_ALT,"What? What, what? Who is it? What&#8217;ve you got? What do you want?&lt;hpage&gt;I am just a traveller. May I ask, though, what work occupies you here?&lt;page&gt;What occupies me, you ask? The past! The voices of ages gone by, they speak to me through what is left behind.&lt;page&gt;Those outside, those dreary pilgrims and bell-adorned dullards... none of them have my keen sense, my respect for the past!&lt;page&gt;You seem able, though. Sneaky, too. If you find any fine old stuff, anything with a history to it, bring it here. I&#8217;ll take it.","Apa? Apa, apa? Siapa itu? Apa yang kamu punya? Apa yang kamu inginkan?&lt;hpage&gt;Saya hanyalah seorang pengembara. Bolehkah saya bertanya, apa yang kamu lakukan di sini?&lt;page&gt;Apa yang kamu lakukan di sini, kamu tanya? Masa lalu! Suara-suara dari masa lalu yang telah berlalu, mereka berbicara padaku melalui apa yang tersisa.&lt;page&gt;Mereka di luar sana, para peziarah yang suram dan orang-orang bodoh yang dihiasi lonceng... tidak ada yang memiliki indra tajamku, penghargaanku terhadap masa lalu!&lt;page&gt;Kamu sepertinya mampu, meski begitu. Licik juga. Jika kamu menemukan barang antik yang bagus, apa pun yang memiliki sejarah, bawalah ke sini. Aku akan mengambilnya."
GREETER_HOUSE_MID_TALK,"Your continued help to Bellhart has not gone unnoticed, miss traveller.&lt;page&gt;In these terrible times, it&#8217;s rare enough to see any wish granted. Now to see such care come from a stranger! Why, that&#8217;s simply unheard of!&lt;hpage&gt;I have seen the scale of suffering wrought across Pharloom, Pavo. And I will admit, fulfilling these requests may do little to affect the cause... Even still, I have found it a rewarding task.&lt;hpage&gt;To aid another... The small warmth of it, I had almost forgotten.","Bantuan Anda yang terus menerus kepada Bellhart tidak luput dari perhatian, Nona Pelancong.&lt;page&gt;Di masa-masa sulit ini, sudah jarang sekali melihat keinginan yang terpenuhi. Apalagi melihat kebaikan seperti ini datang dari seorang asing! Mengapa, itu benar-benar tak pernah terdengar sebelumnya!&lt;hpage&gt;Saya telah menyaksikan skala penderitaan yang melanda Pharloom, Pavo. Dan saya akui, memenuhi permintaan-permintaan ini mungkin tidak banyak berpengaruh pada perjuangan... Namun demikian, saya menemukan tugas ini sangat memuaskan.&lt;hpage&gt;Membantu orang lain... Kehangatan kecilnya, hampir saja saya lupakan."
RELIC_DEALER_NO_RELICS,"It&#8217;s my calling it is, to gather the relics of the past. Look at my collection, if you fancy! Look, look!","Itulah panggilan hidupku, mengumpulkan peninggalan masa lalu. Lihatlah koleksiku, kalau kamu tertarik! Lihat, lihat!"
COURIER_SHOP_BEGIN_BONETOWNFIXER_RETRY,"&lt;page=T&gt;Goods for the camp at base, where pilgrims&#8217; journey starts. We muchly hope this delivering goes well!","&lt;page=T&gt;Barang-barang untuk perkemahan di basis, tempat perjalanan para peziarah dimulai. Kami sangat berharap pengiriman ini berjalan lancar!"
COURIER_SHOP_INPROGRESS_2,"&lt;page=S&gt;You have the good-goods, miss courier! Now only the deliverings needs doing. Don&#8217;t wait here-here!","&lt;page=S&gt;Anda punya barang-barang bagus, Nona Kurir! Sekarang tinggal pengirimannya saja yang perlu dilakukan. Jangan tunggu di sini-sini!"
DOCTOR_CURSE_REPEAT,"Off with you! Head over to that tangled mess of cages, in those roads above the moors.&lt;page&gt;Those two bugs, Benjin and Crull, can surely scrounge up what I need. A full bundle of hard, sharp spines!","Pergi sana! Pergilah ke tumpukan kandang yang berantakan itu, di jalan-jalan di atas padang rumput.&lt;page&gt;Kedua serangga itu, Benjin dan Crull, pasti bisa mencari apa yang aku butuhkan. Sebundel penuh duri keras dan tajam!"
PINSMITH_UPGRADE_4_POST,"That blade! By claw! It is done. Sharper than this pinmaster would have believed achievable. Shining pale and clear.&lt;page&gt;Bonva! Stranger, you have granted my wish, and more. Your blade is accomplishment to match those of great pinmasters past.&lt;page&gt;Pharloom may ail, but throughout its morbid dim, your needle will shine bright. ","Pedang itu! Dengan cakar! Selesai. Lebih tajam dari yang pernah dibayangkan oleh seorang ahli jarum. Berkilau pucat dan jernih.&lt;halaman&gt;Bonva! Orang asing, engkau telah mengabulkan keinginanku, dan lebih dari itu. Pedangmu adalah karya yang setara dengan karya para ahli jarum besar di masa lalu.&lt;halaman&gt;Pharloom mungkin sakit, tetapi di tengah kegelapan yang suram, jarummu akan bersinar terang."
RELIC_DEALER_DECLINE,What? You refuse to pass it on? What good do you think it&#8217;ll do you?!,Apa? Kamu menolak untuk meneruskannya? Apa gunanya menurutmu?!
GREETER_REPEAT_ACT3,"&lt;hpage&gt;Stay safe, Pavo. Keep these poor bugs close and their spirits from sorrow.&lt;page&gt;None shall leave these walls, dear resident, and all still are welcome. Any that can be saved.&lt;page&gt;Better we bugs be together, here at the end of it all.","&lt;hpage&gt;Jaga dirimu, Pavo. Jaga serangga-serangga malang ini tetap dekat dan hindari kesedihan mereka.&lt;page&gt;Tak seorang pun akan meninggalkan dinding-dinding ini, wahai penghuni, dan semua masih diterima. Siapa pun yang bisa diselamatkan.&lt;page&gt;Lebih baik kita, para serangga, bersatu di sini, di akhir segalanya."
PINSMITH_SAVED_REPEAT,"&lt;hpage&gt;Stay alert on your journey home, pinmaster. If you encounter other bugs upon the road, I advise you avoid them as you are able.","&lt;hpage&gt;Tetap waspada selama perjalanan pulangmu, pinmaster. Jika kamu menemui serangga lain di jalan, aku sarankan untuk menghindarinya sebisa mungkin."
DOCTOR_SLAP_POST,Auugh! Bzzt! Again the world lashes out at me!&lt;page&gt;But the pain... it means nothing to Yarnaby!&lt;page&gt;Nothing can deter my great work! Not for long! I must not be stopped!,Auugh! Bzzt! Lagi-lagi dunia menyerangku!&lt;page&gt;Tapi rasa sakit... itu tidak berarti apa-apa bagi Yarnaby!&lt;page&gt;Tidak ada yang bisa menghentikan karya besarku! Tidak untuk selamanya! Aku tidak boleh dihentikan!
SHOP_ITEM_FURNISHING_PAINT_NAME,Bell Lacquer,Bell Lacquer
COURIER_SHOP_BEGIN_FIXER,"&lt;page=S&gt;A new destination this-this! And desperate these supplies are asked.&lt;page=T&gt;Deliverings for them-them escaped from the crumbled camp beside the bone, those few still living.&lt;page=T&gt;Hurting and hungry, those few must be. ","&lt;page=S&gt;Destinasi baru ini-ini! Dan pasokan-pasokan ini sangat dibutuhkan.&lt;page=T&gt;Pengiriman untuk mereka-mereka yang melarikan diri dari kamp yang hancur di samping tulang, mereka yang masih hidup.&lt;page=T&gt;Mereka yang terluka dan lapar, mereka pasti."
COURIER_SHOP_BEGIN_GOURMAND,"&lt;page=T&gt;It is yours, miss courier! Meats prepared fresh as fresh, in our special way.&lt;page=T&gt;Miss courier must know! Our rasher is delicious, strong, fatty food, but is not long to last. If not stored quick, it-it is flavour fast turns foul.&lt;hpage&gt;If the rasher is likely to spoil, then I shall make fast for the Citadel. I&#8217;ve no desire to see your efforts, or your scant supplies wasted.","&lt;page=T&gt;Ini milik Anda, Nona Kurir! Daging yang disiapkan segar seperti baru, dengan cara khusus kami.&lt;page=T&gt;Nona Kurir harus tahu! Daging asap kami lezat, berlemak, dan beraroma kuat, tetapi tidak tahan lama. Jika tidak disimpan dengan cepat, rasanya akan cepat berubah menjadi busuk.&lt;hpage&gt;Jika daging asap itu kemungkinan akan busuk, maka saya akan segera menuju Citadel. Saya tidak ingin melihat usaha Anda atau persediaan Anda yang terbatas terbuang sia-sia."
FISHER_DLG_03,"Shellwood&#8217;s grown more dangerous in recent times, but I&#8217;m a lifelong catcher, right down to my core. Ain&#8217;t nothing that&#8217;ll change that. ","Shellwood semakin berbahaya dalam beberapa waktu terakhir, tapi aku adalah seorang penangkap seumur hidup, sampai ke tulang sumsumku. Tak ada yang bisa mengubah itu."
SHOP_ITEM_MULTIBIND,"I rarely sell objects as intriguing as this. Supposed to improve a bug&#8217;s natural ability to heal! Can&#8217;t say I&#8217;ve felt its effects myself, but then I keep more healthy than most.","Saya jarang menjual barang seunik ini. Konon, barang ini dapat meningkatkan kemampuan alami serangga untuk menyembuhkan diri! Saya sendiri belum merasakan efeknya, tapi memang saya lebih sehat daripada kebanyakan orang."
RELIC_DEALER_MEET_ACT3,"What? What now? What&#8217;s all that great racket, what is it?&lt;hpage&gt;Greetings, ma&#8217;am. If you are disturbed by the rending of these lands, I fear some blame is mine to bear.&lt;page&gt;Pah. I care not for the miseries and struggles of them outside! None of them have my keen sense, my respect for the past!&lt;page&gt;You seem able, though. Sneaky, too. If you find any fine old stuff, anything with a history to it, bring it here. I&#8217;ll take it.","Apa? Apa lagi? Apa semua keributan besar itu, apa itu?&lt;hpage&gt;Salam, Nyonya. Jika Anda terganggu oleh kerusakan di tanah-tanah ini, saya takut sebagian kesalahan ada pada saya.&lt;page&gt;Ah. Saya tidak peduli dengan penderitaan dan perjuangan mereka di luar sana! Tak satupun dari mereka memiliki kepekaan saya, rasa hormat saya terhadap masa lalu!&lt;page&gt;Anda sepertinya mampu, meski licik. Jika Anda menemukan barang antik yang bagus, apapun yang memiliki sejarah, bawa ke sini. Saya akan mengambilnya."
PINSMITH_UPGRADE_DECLINED,"Ahh. &#8216;Tis your choice, warrior. If you&#8217;re choosing different in times ahead, Plinney shall be here to provide eager aid.","Ahh. “Itu pilihanmu, prajurit. Jika kamu memilih jalan yang berbeda di masa depan, Plinney akan ada di sini untuk memberikan bantuan dengan penuh semangat.”"
GREETER_CURSED,"My sickly friend! Pavo can sense that you are ailing, but fret not! For in Bellhart, pilgrims may rest and recuperate until they are fit to travel once more!&lt;hpage&gt;Your hospitality is appreciated, Pavo, but I fear rest alone will not suffice for this illness. A parasite has taken root inside me, one I can not remove through strength alone.&lt;hpage&gt;Tell me, are there any you know who might help me? A healer, or a physician?&lt;page&gt;A physician? Well... we did once have one... A frightening fiend! Callous and crude in her practice. For the health of glorious Bellhart we voted, unanimously, to expel her!&lt;page&gt;I know not where she buzzed away to, and I prefer to keep it that way! But if you really must seek her out, you might start by speaking to the old hermit skulking beneath the Bellway.&lt;page&gt;Yes... that hermit seems mad, but he has a way of accumulating knowledge. He might be able to tell you where that wretched physician is lurking.","Teman yang sakit! Pavo bisa merasakan bahwa kamu sedang sakit, tapi jangan khawatir! Di Bellhart, para peziarah dapat beristirahat dan pulih hingga mereka cukup sehat untuk melanjutkan perjalanan!&lt;hpage&gt;Kebaikan hatimu sangat dihargai, Pavo, tapi aku takut istirahat saja tidak cukup untuk penyakit ini. Seekor parasit telah bersarang di dalam diriku, sesuatu yang tidak bisa aku hilangkan hanya dengan kekuatan semata.&lt;hpage&gt; Katakanlah, adakah orang yang kau kenal yang mungkin dapat membantuku? Seorang penyembuh, atau seorang dokter?&lt;page&gt;Seorang dokter? Well... kita pernah punya satu... Seorang iblis yang menakutkan! Kasar dan tidak berbelas kasihan dalam praktiknya. Demi kesehatan Bellhart yang mulia, kita memilih secara bulat untuk mengusirnya!&lt;page&gt;Aku tidak tahu ke mana dia pergi, dan aku lebih suka tetap begitu! Tapi jika kamu benar-benar ingin mencarinya, kamu bisa mulai dengan berbicara kepada pertapa tua yang bersembunyi di bawah Bellway.&lt;page&gt;Ya... pertapa itu tampak gila, tapi dia punya cara untuk mengumpulkan pengetahuan. Dia mungkin bisa memberitahu kamu di mana dokter jahat itu bersembunyi."
GREETER_HOUSE_FULL_REPEAT,"We are lucky to have you, miss traveller. In Bellhart you are always welcome, you and your big, sharp blade!","Kami beruntung memiliki Anda, Nona Pelancong. Di Bellhart, Anda selalu diterima dengan tangan terbuka, Anda dan pisau besar dan tajam Anda!"
